DateKey,FullDateAlternateKey,DayNumberOfWeek,DayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,MonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20200313,3/13/2020,6,Friday,13,73,11,March,3,1,2020,1,3,2020,2
20200314,3/14/2020,7,Saturday,14,74,11,March,3,1,2020,1,3,2020,2
20200315,3/15/2020,1,Sunday,15,75,12,March,3,1,2020,1,3,2020,2
20200316,3/16/2020,2,Monday,16,76,12,March,3,1,2020,1,3,2020,2
20200317,3/17/2020,3,Tuesday,17,77,12,March,3,1,2020,1,3,2020,2
20200318,3/18/2020,4,Wednesday,18,78,12,March,3,1,2020,1,3,2020,2
20200319,3/19/2020,5,Thursday,19,79,12,March,3,1,2020,1,3,2020,2
20200320,3/20/2020,6,Friday,20,80,12,March,3,1,2020,1,3,2020,2
20200321,3/21/2020,7,Saturday,21,81,12,March,3,1,2020,1,3,2020,2
20200322,3/22/2020,1,Sunday,22,82,13,March,3,1,2020,1,3,2020,2
20200323,3/23/2020,2,Monday,23,83,13,March,3,1,2020,1,3,2020,2
20200324,3/24/2020,3,Tuesday,24,84,13,March,3,1,2020,1,3,2020,2
20200325,3/25/2020,4,Wednesday,25,85,13,March,3,1,2020,1,3,2020,2
20200326,3/26/2020,5,Thursday,26,86,13,March,3,1,2020,1,3,2020,2
20200327,3/27/2020,6,Friday,27,87,13,March,3,1,2020,1,3,2020,2
20200328,3/28/2020,7,Saturday,28,88,13,March,3,1,2020,1,3,2020,2
20200329,3/29/2020,1,Sunday,29,89,14,March,3,1,2020,1,3,2020,2
20200330,3/30/2020,2,Monday,30,90,14,March,3,1,2020,1,3,2020,2
20200331,3/31/2020,3,Tuesday,31,91,14,March,3,1,2020,1,3,2020,2
20200401,4/1/2020,4,Wednesday,1,92,14,April,4,2,2020,1,4,2020,2
20200402,4/2/2020,5,Thursday,2,93,14,April,4,2,2020,1,4,2020,2
20200403,4/3/2020,6,Friday,3,94,14,April,4,2,2020,1,4,2020,2
20200404,4/4/2020,7,Saturday,4,95,14,April,4,2,2020,1,4,2020,2
20200405,4/5/2020,1,Sunday,5,96,15,April,4,2,2020,1,4,2020,2
20200406,4/6/2020,2,Monday,6,97,15,April,4,2,2020,1,4,2020,2
20200407,4/7/2020,3,Tuesday,7,98,15,April,4,2,2020,1,4,2020,2
20200408,4/8/2020,4,Wednesday,8,99,15,April,4,2,2020,1,4,2020,2
20200409,4/9/2020,5,Thursday,9,100,15,April,4,2,2020,1,4,2020,2
20200410,4/10/2020,6,Friday,10,101,15,April,4,2,2020,1,4,2020,2
20200411,4/11/2020,7,Saturday,11,102,15,April,4,2,2020,1,4,2020,2
20200412,4/12/2020,1,Sunday,12,103,16,April,4,2,2020,1,4,2020,2
20200413,4/13/2020,2,Monday,13,104,16,April,4,2,2020,1,4,2020,2
20200414,4/14/2020,3,Tuesday,14,105,16,April,4,2,2020,1,4,2020,2
20200415,4/15/2020,4,Wednesday,15,106,16,April,4,2,2020,1,4,2020,2
20200416,4/16/2020,5,Thursday,16,107,16,April,4,2,2020,1,4,2020,2
20200417,4/17/2020,6,Friday,17,108,16,April,4,2,2020,1,4,2020,2
20200418,4/18/2020,7,Saturday,18,109,16,April,4,2,2020,1,4,2020,2
20200419,4/19/2020,1,Sunday,19,110,17,April,4,2,2020,1,4,2020,2
20200420,4/20/2020,2,Monday,20,111,17,April,4,2,2020,1,4,2020,2
20200421,4/21/2020,3,Tuesday,21,112,17,April,4,2,2020,1,4,2020,2
20200422,4/22/2020,4,Wednesday,22,113,17,April,4,2,2020,1,4,2020,2
20200423,4/23/2020,5,Thursday,23,114,17,April,4,2,2020,1,4,2020,2
20200424,4/24/2020,6,Friday,24,115,17,April,4,2,2020,1,4,2020,2
20200425,4/25/2020,7,Saturday,25,116,17,April,4,2,2020,1,4,2020,2
20200426,4/26/2020,1,Sunday,26,117,18,April,4,2,2020,1,4,2020,2
20200427,4/27/2020,2,Monday,27,118,18,April,4,2,2020,1,4,2020,2
20200428,4/28/2020,3,Tuesday,28,119,18,April,4,2,2020,1,4,2020,2
20200429,4/29/2020,4,Wednesday,29,120,18,April,4,2,2020,1,4,2020,2
20200430,4/30/2020,5,Thursday,30,121,18,April,4,2,2020,1,4,2020,2
20200501,5/1/2020,6,Friday,1,122,18,May,5,2,2020,1,4,2020,2
20200502,5/2/2020,7,Saturday,2,123,18,May,5,2,2020,1,4,2020,2
20200503,5/3/2020,1,Sunday,3,124,19,May,5,2,2020,1,4,2020,2
20200504,5/4/2020,2,Monday,4,125,19,May,5,2,2020,1,4,2020,2
20200505,5/5/2020,3,Tuesday,5,126,19,May,5,2,2020,1,4,2020,2
20200506,5/6/2020,4,Wednesday,6,127,19,May,5,2,2020,1,4,2020,2
20200507,5/7/2020,5,Thursday,7,128,19,May,5,2,2020,1,4,2020,2
20200508,5/8/2020,6,Friday,8,129,19,May,5,2,2020,1,4,2020,2
20200509,5/9/2020,7,Saturday,9,130,19,May,5,2,2020,1,4,2020,2
20200510,5/10/2020,1,Sunday,10,131,20,May,5,2,2020,1,4,2020,2
20200511,5/11/2020,2,Monday,11,132,20,May,5,2,2020,1,4,2020,2
20200512,5/12/2020,3,Tuesday,12,133,20,May,5,2,2020,1,4,2020,2
20200513,5/13/2020,4,Wednesday,13,134,20,May,5,2,2020,1,4,2020,2
20200514,5/14/2020,5,Thursday,14,135,20,May,5,2,2020,1,4,2020,2
20200515,5/15/2020,6,Friday,15,136,20,May,5,2,2020,1,4,2020,2
20200516,5/16/2020,7,Saturday,16,137,20,May,5,2,2020,1,4,2020,2
20200517,5/17/2020,1,Sunday,17,138,21,May,5,2,2020,1,4,2020,2
20200518,5/18/2020,2,Monday,18,139,21,May,5,2,2020,1,4,2020,2
20200519,5/19/2020,3,Tuesday,19,140,21,May,5,2,2020,1,4,2020,2
20200520,5/20/2020,4,Wednesday,20,141,21,May,5,2,2020,1,4,2020,2
20200521,5/21/2020,5,Thursday,21,142,21,May,5,2,2020,1,4,2020,2
20200522,5/22/2020,6,Friday,22,143,21,May,5,2,2020,1,4,2020,2
20200523,5/23/2020,7,Saturday,23,144,21,May,5,2,2020,1,4,2020,2
20200524,5/24/2020,1,Sunday,24,145,22,May,5,2,2020,1,4,2020,2
20200525,5/25/2020,2,Monday,25,146,22,May,5,2,2020,1,4,2020,2
20200526,5/26/2020,3,Tuesday,26,147,22,May,5,2,2020,1,4,2020,2
20200527,5/27/2020,4,Wednesday,27,148,22,May,5,2,2020,1,4,2020,2
20200528,5/28/2020,5,Thursday,28,149,22,May,5,2,2020,1,4,2020,2
20200529,5/29/2020,6,Friday,29,150,22,May,5,2,2020,1,4,2020,2
20200530,5/30/2020,7,Saturday,30,151,22,May,5,2,2020,1,4,2020,2
20200531,5/31/2020,1,Sunday,31,152,23,May,5,2,2020,1,4,2020,2
20200601,6/1/2020,2,Monday,1,153,23,June,6,2,2020,1,4,2020,2
20200602,6/2/2020,3,Tuesday,2,154,23,June,6,2,2020,1,4,2020,2
20200603,6/3/2020,4,Wednesday,3,155,23,June,6,2,2020,1,4,2020,2
20200604,6/4/2020,5,Thursday,4,156,23,June,6,2,2020,1,4,2020,2
20200605,6/5/2020,6,Friday,5,157,23,June,6,2,2020,1,4,2020,2
20200606,6/6/2020,7,Saturday,6,158,23,June,6,2,2020,1,4,2020,2
20200607,6/7/2020,1,Sunday,7,159,24,June,6,2,2020,1,4,2020,2
20200608,6/8/2020,2,Monday,8,160,24,June,6,2,2020,1,4,2020,2
20200609,6/9/2020,3,Tuesday,9,161,24,June,6,2,2020,1,4,2020,2
20200610,6/10/2020,4,Wednesday,10,162,24,June,6,2,2020,1,4,2020,2
20200611,6/11/2020,5,Thursday,11,163,24,June,6,2,2020,1,4,2020,2
20200612,6/12/2020,6,Friday,12,164,24,June,6,2,2020,1,4,2020,2
20200613,6/13/2020,7,Saturday,13,165,24,June,6,2,2020,1,4,2020,2
20200614,6/14/2020,1,Sunday,14,166,25,June,6,2,2020,1,4,2020,2
20200615,6/15/2020,2,Monday,15,167,25,June,6,2,2020,1,4,2020,2
20200616,6/16/2020,3,Tuesday,16,168,25,June,6,2,2020,1,4,2020,2
20200617,6/17/2020,4,Wednesday,17,169,25,June,6,2,2020,1,4,2020,2
20200618,6/18/2020,5,Thursday,18,170,25,June,6,2,2020,1,4,2020,2
20200619,6/19/2020,6,Friday,19,171,25,June,6,2,2020,1,4,2020,2
20200620,6/20/2020,7,Saturday,20,172,25,June,6,2,2020,1,4,2020,2
20200621,6/21/2020,1,Sunday,21,173,26,June,6,2,2020,1,4,2020,2
20200622,6/22/2020,2,Monday,22,174,26,June,6,2,2020,1,4,2020,2
20200623,6/23/2020,3,Tuesday,23,175,26,June,6,2,2020,1,4,2020,2
20200624,6/24/2020,4,Wednesday,24,176,26,June,6,2,2020,1,4,2020,2
20200625,6/25/2020,5,Thursday,25,177,26,June,6,2,2020,1,4,2020,2
20200626,6/26/2020,6,Friday,26,178,26,June,6,2,2020,1,4,2020,2
20200627,6/27/2020,7,Saturday,27,179,26,June,6,2,2020,1,4,2020,2
20200628,6/28/2020,1,Sunday,28,180,27,June,6,2,2020,1,4,2020,2
20200629,6/29/2020,2,Monday,29,181,27,June,6,2,2020,1,4,2020,2
20200630,6/30/2020,3,Tuesday,30,182,27,June,6,2,2020,1,4,2020,2
20200701,7/1/2020,4,Wednesday,1,183,27,July,7,3,2020,2,1,2021,1
20200702,7/2/2020,5,Thursday,2,184,27,July,7,3,2020,2,1,2021,1
20200703,7/3/2020,6,Friday,3,185,27,July,7,3,2020,2,1,2021,1
20200704,7/4/2020,7,Saturday,4,186,27,July,7,3,2020,2,1,2021,1
20200705,7/5/2020,1,Sunday,5,187,28,July,7,3,2020,2,1,2021,1
20200706,7/6/2020,2,Monday,6,188,28,July,7,3,2020,2,1,2021,1
20200707,7/7/2020,3,Tuesday,7,189,28,July,7,3,2020,2,1,2021,1
20200708,7/8/2020,4,Wednesday,8,190,28,July,7,3,2020,2,1,2021,1
20200709,7/9/2020,5,Thursday,9,191,28,July,7,3,2020,2,1,2021,1
20200710,7/10/2020,6,Friday,10,192,28,July,7,3,2020,2,1,2021,1
20200711,7/11/2020,7,Saturday,11,193,28,July,7,3,2020,2,1,2021,1
20200712,7/12/2020,1,Sunday,12,194,29,July,7,3,2020,2,1,2021,1
20200713,7/13/2020,2,Monday,13,195,29,July,7,3,2020,2,1,2021,1
20200714,7/14/2020,3,Tuesday,14,196,29,July,7,3,2020,2,1,2021,1
20200715,7/15/2020,4,Wednesday,15,197,29,July,7,3,2020,2,1,2021,1
20200716,7/16/2020,5,Thursday,16,198,29,July,7,3,2020,2,1,2021,1
20200717,7/17/2020,6,Friday,17,199,29,July,7,3,2020,2,1,2021,1
20200718,7/18/2020,7,Saturday,18,200,29,July,7,3,2020,2,1,2021,1
20200719,7/19/2020,1,Sunday,19,201,30,July,7,3,2020,2,1,2021,1
20200720,7/20/2020,2,Monday,20,202,30,July,7,3,2020,2,1,2021,1
20200721,7/21/2020,3,Tuesday,21,203,30,July,7,3,2020,2,1,2021,1
20200722,7/22/2020,4,Wednesday,22,204,30,July,7,3,2020,2,1,2021,1
20200723,7/23/2020,5,Thursday,23,205,30,July,7,3,2020,2,1,2021,1
20200724,7/24/2020,6,Friday,24,206,30,July,7,3,2020,2,1,2021,1
20200725,7/25/2020,7,Saturday,25,207,30,July,7,3,2020,2,1,2021,1
20200726,7/26/2020,1,Sunday,26,208,31,July,7,3,2020,2,1,2021,1
20200727,7/27/2020,2,Monday,27,209,31,July,7,3,2020,2,1,2021,1
20200728,7/28/2020,3,Tuesday,28,210,31,July,7,3,2020,2,1,2021,1
20200729,7/29/2020,4,Wednesday,29,211,31,July,7,3,2020,2,1,2021,1
20200730,7/30/2020,5,Thursday,30,212,31,July,7,3,2020,2,1,2021,1
20200731,7/31/2020,6,Friday,31,213,31,July,7,3,2020,2,1,2021,1
20200801,8/1/2020,7,Saturday,1,214,31,August,8,3,2020,2,1,2021,1
20200802,8/2/2020,1,Sunday,2,215,32,August,8,3,2020,2,1,2021,1
20200803,8/3/2020,2,Monday,3,216,32,August,8,3,2020,2,1,2021,1
20200804,8/4/2020,3,Tuesday,4,217,32,August,8,3,2020,2,1,2021,1
20200805,8/5/2020,4,Wednesday,5,218,32,August,8,3,2020,2,1,2021,1
20200806,8/6/2020,5,Thursday,6,219,32,August,8,3,2020,2,1,2021,1
20200807,8/7/2020,6,Friday,7,220,32,August,8,3,2020,2,1,2021,1
20200808,8/8/2020,7,Saturday,8,221,32,August,8,3,2020,2,1,2021,1
20200809,8/9/2020,1,Sunday,9,222,33,August,8,3,2020,2,1,2021,1
20200810,8/10/2020,2,Monday,10,223,33,August,8,3,2020,2,1,2021,1
20200811,8/11/2020,3,Tuesday,11,224,33,August,8,3,2020,2,1,2021,1
20200812,8/12/2020,4,Wednesday,12,225,33,August,8,3,2020,2,1,2021,1
20200813,8/13/2020,5,Thursday,13,226,33,August,8,3,2020,2,1,2021,1
20200814,8/14/2020,6,Friday,14,227,33,August,8,3,2020,2,1,2021,1
20200815,8/15/2020,7,Saturday,15,228,33,August,8,3,2020,2,1,2021,1
20200816,8/16/2020,1,Sunday,16,229,34,August,8,3,2020,2,1,2021,1
20200817,8/17/2020,2,Monday,17,230,34,August,8,3,2020,2,1,2021,1
20200818,8/18/2020,3,Tuesday,18,231,34,August,8,3,2020,2,1,2021,1
20200819,8/19/2020,4,Wednesday,19,232,34,August,8,3,2020,2,1,2021,1
20200820,8/20/2020,5,Thursday,20,233,34,August,8,3,2020,2,1,2021,1
20200821,8/21/2020,6,Friday,21,234,34,August,8,3,2020,2,1,2021,1
20200822,8/22/2020,7,Saturday,22,235,34,August,8,3,2020,2,1,2021,1
20200823,8/23/2020,1,Sunday,23,236,35,August,8,3,2020,2,1,2021,1
20200824,8/24/2020,2,Monday,24,237,35,August,8,3,2020,2,1,2021,1
20200825,8/25/2020,3,Tuesday,25,238,35,August,8,3,2020,2,1,2021,1
20200826,8/26/2020,4,Wednesday,26,239,35,August,8,3,2020,2,1,2021,1
20200827,8/27/2020,5,Thursday,27,240,35,August,8,3,2020,2,1,2021,1
20200828,8/28/2020,6,Friday,28,241,35,August,8,3,2020,2,1,2021,1
20200829,8/29/2020,7,Saturday,29,242,35,August,8,3,2020,2,1,2021,1
20200830,8/30/2020,1,Sunday,30,243,36,August,8,3,2020,2,1,2021,1
20200831,8/31/2020,2,Monday,31,244,36,August,8,3,2020,2,1,2021,1
20200901,9/1/2020,3,Tuesday,1,245,36,September,9,3,2020,2,1,2021,1
20200902,9/2/2020,4,Wednesday,2,246,36,September,9,3,2020,2,1,2021,1
20200903,9/3/2020,5,Thursday,3,247,36,September,9,3,2020,2,1,2021,1
20200904,9/4/2020,6,Friday,4,248,36,September,9,3,2020,2,1,2021,1
20200905,9/5/2020,7,Saturday,5,249,36,September,9,3,2020,2,1,2021,1
20200906,9/6/2020,1,Sunday,6,250,37,September,9,3,2020,2,1,2021,1
20200907,9/7/2020,2,Monday,7,251,37,September,9,3,2020,2,1,2021,1
20200908,9/8/2020,3,Tuesday,8,252,37,September,9,3,2020,2,1,2021,1
20200909,9/9/2020,4,Wednesday,9,253,37,September,9,3,2020,2,1,2021,1
20200910,9/10/2020,5,Thursday,10,254,37,September,9,3,2020,2,1,2021,1
20200911,9/11/2020,6,Friday,11,255,37,September,9,3,2020,2,1,2021,1
20200912,9/12/2020,7,Saturday,12,256,37,September,9,3,2020,2,1,2021,1
20200913,9/13/2020,1,Sunday,13,257,38,September,9,3,2020,2,1,2021,1
20200914,9/14/2020,2,Monday,14,258,38,September,9,3,2020,2,1,2021,1
20200915,9/15/2020,3,Tuesday,15,259,38,September,9,3,2020,2,1,2021,1
20200916,9/16/2020,4,Wednesday,16,260,38,September,9,3,2020,2,1,2021,1
20200917,9/17/2020,5,Thursday,17,261,38,September,9,3,2020,2,1,2021,1
20200918,9/18/2020,6,Friday,18,262,38,September,9,3,2020,2,1,2021,1
20200919,9/19/2020,7,Saturday,19,263,38,September,9,3,2020,2,1,2021,1
20200920,9/20/2020,1,Sunday,20,264,39,September,9,3,2020,2,1,2021,1
20200921,9/21/2020,2,Monday,21,265,39,September,9,3,2020,2,1,2021,1
20200922,9/22/2020,3,Tuesday,22,266,39,September,9,3,2020,2,1,2021,1
20200923,9/23/2020,4,Wednesday,23,267,39,September,9,3,2020,2,1,2021,1
20200924,9/24/2020,5,Thursday,24,268,39,September,9,3,2020,2,1,2021,1
20200925,9/25/2020,6,Friday,25,269,39,September,9,3,2020,2,1,2021,1
20200926,9/26/2020,7,Saturday,26,270,39,September,9,3,2020,2,1,2021,1
20200927,9/27/2020,1,Sunday,27,271,40,September,9,3,2020,2,1,2021,1
20200928,9/28/2020,2,Monday,28,272,40,September,9,3,2020,2,1,2021,1
20200929,9/29/2020,3,Tuesday,29,273,40,September,9,3,2020,2,1,2021,1
20200930,9/30/2020,4,Wednesday,30,274,40,September,9,3,2020,2,1,2021,1
20201001,10/1/2020,5,Thursday,1,275,40,October,10,4,2020,2,2,2021,1
20201002,10/2/2020,6,Friday,2,276,40,October,10,4,2020,2,2,2021,1
20201003,10/3/2020,7,Saturday,3,277,40,October,10,4,2020,2,2,2021,1
20201004,10/4/2020,1,Sunday,4,278,41,October,10,4,2020,2,2,2021,1
20201005,10/5/2020,2,Monday,5,279,41,October,10,4,2020,2,2,2021,1
20201006,10/6/2020,3,Tuesday,6,280,41,October,10,4,2020,2,2,2021,1
20201007,10/7/2020,4,Wednesday,7,281,41,October,10,4,2020,2,2,2021,1
20201008,10/8/2020,5,Thursday,8,282,41,October,10,4,2020,2,2,2021,1
20201009,10/9/2020,6,Friday,9,283,41,October,10,4,2020,2,2,2021,1
20201010,10/10/2020,7,Saturday,10,284,41,October,10,4,2020,2,2,2021,1
20201011,10/11/2020,1,Sunday,11,285,42,October,10,4,2020,2,2,2021,1
20201012,10/12/2020,2,Monday,12,286,42,October,10,4,2020,2,2,2021,1
20201013,10/13/2020,3,Tuesday,13,287,42,October,10,4,2020,2,2,2021,1
20201014,10/14/2020,4,Wednesday,14,288,42,October,10,4,2020,2,2,2021,1
20201015,10/15/2020,5,Thursday,15,289,42,October,10,4,2020,2,2,2021,1
20201016,10/16/2020,6,Friday,16,290,42,October,10,4,2020,2,2,2021,1
20201017,10/17/2020,7,Saturday,17,291,42,October,10,4,2020,2,2,2021,1
20201018,10/18/2020,1,Sunday,18,292,43,October,10,4,2020,2,2,2021,1
20201019,10/19/2020,2,Monday,19,293,43,October,10,4,2020,2,2,2021,1
20201020,10/20/2020,3,Tuesday,20,294,43,October,10,4,2020,2,2,2021,1
20201021,10/21/2020,4,Wednesday,21,295,43,October,10,4,2020,2,2,2021,1
20201022,10/22/2020,5,Thursday,22,296,43,October,10,4,2020,2,2,2021,1
20201023,10/23/2020,6,Friday,23,297,43,October,10,4,2020,2,2,2021,1
20201024,10/24/2020,7,Saturday,24,298,43,October,10,4,2020,2,2,2021,1
20201025,10/25/2020,1,Sunday,25,299,44,October,10,4,2020,2,2,2021,1
20201026,10/26/2020,2,Monday,26,300,44,October,10,4,2020,2,2,2021,1
20201027,10/27/2020,3,Tuesday,27,301,44,October,10,4,2020,2,2,2021,1
20201028,10/28/2020,4,Wednesday,28,302,44,October,10,4,2020,2,2,2021,1
20201029,10/29/2020,5,Thursday,29,303,44,October,10,4,2020,2,2,2021,1
20201030,10/30/2020,6,Friday,30,304,44,October,10,4,2020,2,2,2021,1
20201031,10/31/2020,7,Saturday,31,305,44,October,10,4,2020,2,2,2021,1
20201101,11/1/2020,1,Sunday,1,306,45,November,11,4,2020,2,2,2021,1
20201102,11/2/2020,2,Monday,2,307,45,November,11,4,2020,2,2,2021,1
20201103,11/3/2020,3,Tuesday,3,308,45,November,11,4,2020,2,2,2021,1
20201104,11/4/2020,4,Wednesday,4,309,45,November,11,4,2020,2,2,2021,1
20201105,11/5/2020,5,Thursday,5,310,45,November,11,4,2020,2,2,2021,1
20201106,11/6/2020,6,Friday,6,311,45,November,11,4,2020,2,2,2021,1
20201107,11/7/2020,7,Saturday,7,312,45,November,11,4,2020,2,2,2021,1
20201108,11/8/2020,1,Sunday,8,313,46,November,11,4,2020,2,2,2021,1
20201109,11/9/2020,2,Monday,9,314,46,November,11,4,2020,2,2,2021,1
20201110,11/10/2020,3,Tuesday,10,315,46,November,11,4,2020,2,2,2021,1
20201111,11/11/2020,4,Wednesday,11,316,46,November,11,4,2020,2,2,2021,1
20201112,11/12/2020,5,Thursday,12,317,46,November,11,4,2020,2,2,2021,1
20201113,11/13/2020,6,Friday,13,318,46,November,11,4,2020,2,2,2021,1
20201114,11/14/2020,7,Saturday,14,319,46,November,11,4,2020,2,2,2021,1
20201115,11/15/2020,1,Sunday,15,320,47,November,11,4,2020,2,2,2021,1
20201116,11/16/2020,2,Monday,16,321,47,November,11,4,2020,2,2,2021,1
20201117,11/17/2020,3,Tuesday,17,322,47,November,11,4,2020,2,2,2021,1
20201118,11/18/2020,4,Wednesday,18,323,47,November,11,4,2020,2,2,2021,1
20201119,11/19/2020,5,Thursday,19,324,47,November,11,4,2020,2,2,2021,1
20201120,11/20/2020,6,Friday,20,325,47,November,11,4,2020,2,2,2021,1
20201121,11/21/2020,7,Saturday,21,326,47,November,11,4,2020,2,2,2021,1
20201122,11/22/2020,1,Sunday,22,327,48,November,11,4,2020,2,2,2021,1
20201123,11/23/2020,2,Monday,23,328,48,November,11,4,2020,2,2,2021,1
20201124,11/24/2020,3,Tuesday,24,329,48,November,11,4,2020,2,2,2021,1
20201125,11/25/2020,4,Wednesday,25,330,48,November,11,4,2020,2,2,2021,1
20201126,11/26/2020,5,Thursday,26,331,48,November,11,4,2020,2,2,2021,1
20201127,11/27/2020,6,Friday,27,332,48,November,11,4,2020,2,2,2021,1
20201128,11/28/2020,7,Saturday,28,333,48,November,11,4,2020,2,2,2021,1
20201129,11/29/2020,1,Sunday,29,334,49,November,11,4,2020,2,2,2021,1
20201130,11/30/2020,2,Monday,30,335,49,November,11,4,2020,2,2,2021,1
20201201,12/1/2020,3,Tuesday,1,336,49,December,12,4,2020,2,2,2021,1
20201202,12/2/2020,4,Wednesday,2,337,49,December,12,4,2020,2,2,2021,1
20201203,12/3/2020,5,Thursday,3,338,49,December,12,4,2020,2,2,2021,1
20201204,12/4/2020,6,Friday,4,339,49,December,12,4,2020,2,2,2021,1
20201205,12/5/2020,7,Saturday,5,340,49,December,12,4,2020,2,2,2021,1
20201206,12/6/2020,1,Sunday,6,341,50,December,12,4,2020,2,2,2021,1
20201207,12/7/2020,2,Monday,7,342,50,December,12,4,2020,2,2,2021,1
20201208,12/8/2020,3,Tuesday,8,343,50,December,12,4,2020,2,2,2021,1
20201209,12/9/2020,4,Wednesday,9,344,50,December,12,4,2020,2,2,2021,1
20201210,12/10/2020,5,Thursday,10,345,50,December,12,4,2020,2,2,2021,1
20201211,12/11/2020,6,Friday,11,346,50,December,12,4,2020,2,2,2021,1
20201212,12/12/2020,7,Saturday,12,347,50,December,12,4,2020,2,2,2021,1
20201213,12/13/2020,1,Sunday,13,348,51,December,12,4,2020,2,2,2021,1
20201214,12/14/2020,2,Monday,14,349,51,December,12,4,2020,2,2,2021,1
20201215,12/15/2020,3,Tuesday,15,350,51,December,12,4,2020,2,2,2021,1
20201216,12/16/2020,4,Wednesday,16,351,51,December,12,4,2020,2,2,2021,1
20201217,12/17/2020,5,Thursday,17,352,51,December,12,4,2020,2,2,2021,1
20201218,12/18/2020,6,Friday,18,353,51,December,12,4,2020,2,2,2021,1
20201219,12/19/2020,7,Saturday,19,354,51,December,12,4,2020,2,2,2021,1
20201220,12/20/2020,1,Sunday,20,355,52,December,12,4,2020,2,2,2021,1
20201221,12/21/2020,2,Monday,21,356,52,December,12,4,2020,2,2,2021,1
20201222,12/22/2020,3,Tuesday,22,357,52,December,12,4,2020,2,2,2021,1
20201223,12/23/2020,4,Wednesday,23,358,52,December,12,4,2020,2,2,2021,1
20201224,12/24/2020,5,Thursday,24,359,52,December,12,4,2020,2,2,2021,1
20201225,12/25/2020,6,Friday,25,360,52,December,12,4,2020,2,2,2021,1
20201226,12/26/2020,7,Saturday,26,361,52,December,12,4,2020,2,2,2021,1
20201227,12/27/2020,1,Sunday,27,362,53,December,12,4,2020,2,2,2021,1
20201228,12/28/2020,2,Monday,28,363,53,December,12,4,2020,2,2,2021,1
20201229,12/29/2020,3,Tuesday,29,364,53,December,12,4,2020,2,2,2021,1
20201230,12/30/2020,4,Wednesday,30,365,53,December,12,4,2020,2,2,2021,1
20201231,12/31/2020,5,Thursday,31,366,53,December,12,4,2020,2,2,2021,1
20210101,1/1/2021,6,Friday,1,1,1,January,1,1,2021,1,3,2021,2
20210102,1/2/2021,7,Saturday,2,2,1,January,1,1,2021,1,3,2021,2
20210103,1/3/2021,1,Sunday,3,3,2,January,1,1,2021,1,3,2021,2
20210104,1/4/2021,2,Monday,4,4,2,January,1,1,2021,1,3,2021,2
20210105,1/5/2021,3,Tuesday,5,5,2,January,1,1,2021,1,3,2021,2
20210106,1/6/2021,4,Wednesday,6,6,2,January,1,1,2021,1,3,2021,2
20210107,1/7/2021,5,Thursday,7,7,2,January,1,1,2021,1,3,2021,2
20210108,1/8/2021,6,Friday,8,8,2,January,1,1,2021,1,3,2021,2
20210109,1/9/2021,7,Saturday,9,9,2,January,1,1,2021,1,3,2021,2
20210110,1/10/2021,1,Sunday,10,10,3,January,1,1,2021,1,3,2021,2
20210111,1/11/2021,2,Monday,11,11,3,January,1,1,2021,1,3,2021,2
20210112,1/12/2021,3,Tuesday,12,12,3,January,1,1,2021,1,3,2021,2
20210113,1/13/2021,4,Wednesday,13,13,3,January,1,1,2021,1,3,2021,2
20210114,1/14/2021,5,Thursday,14,14,3,January,1,1,2021,1,3,2021,2
20210115,1/15/2021,6,Friday,15,15,3,January,1,1,2021,1,3,2021,2
20210116,1/16/2021,7,Saturday,16,16,3,January,1,1,2021,1,3,2021,2
20210117,1/17/2021,1,Sunday,17,17,4,January,1,1,2021,1,3,2021,2
20210118,1/18/2021,2,Monday,18,18,4,January,1,1,2021,1,3,2021,2
20210119,1/19/2021,3,Tuesday,19,19,4,January,1,1,2021,1,3,2021,2
20210120,1/20/2021,4,Wednesday,20,20,4,January,1,1,2021,1,3,2021,2
20210121,1/21/2021,5,Thursday,21,21,4,January,1,1,2021,1,3,2021,2
20210122,1/22/2021,6,Friday,22,22,4,January,1,1,2021,1,3,2021,2
20210123,1/23/2021,7,Saturday,23,23,4,January,1,1,2021,1,3,2021,2
20210124,1/24/2021,1,Sunday,24,24,5,January,1,1,2021,1,3,2021,2
20210125,1/25/2021,2,Monday,25,25,5,January,1,1,2021,1,3,2021,2
20210126,1/26/2021,3,Tuesday,26,26,5,January,1,1,2021,1,3,2021,2
20210127,1/27/2021,4,Wednesday,27,27,5,January,1,1,2021,1,3,2021,2
20210128,1/28/2021,5,Thursday,28,28,5,January,1,1,2021,1,3,2021,2
20210129,1/29/2021,6,Friday,29,29,5,January,1,1,2021,1,3,2021,2
20210130,1/30/2021,7,Saturday,30,30,5,January,1,1,2021,1,3,2021,2
20210131,1/31/2021,1,Sunday,31,31,6,January,1,1,2021,1,3,2021,2
20210201,2/1/2021,2,Monday,1,32,6,February,2,1,2021,1,3,2021,2
20210202,2/2/2021,3,Tuesday,2,33,6,February,2,1,2021,1,3,2021,2
20210203,2/3/2021,4,Wednesday,3,34,6,February,2,1,2021,1,3,2021,2
20210204,2/4/2021,5,Thursday,4,35,6,February,2,1,2021,1,3,2021,2
20210205,2/5/2021,6,Friday,5,36,6,February,2,1,2021,1,3,2021,2
